Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Topping Density,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Traffic Impact,Order Hour
ORD135,Marco's Pizza,"Seattle, WA",10-08-2024 20:15,10-08-2024 21:00,45,Large,Veg,4,9,High,Wallet,TRUE,TRUE,0.444444444,August,Online,21.6,23.4,TRUE,3,20
ORD136,Domino's,"San Jose, CA",11-08-2024 18:00,11-08-2024 18:20,20,Medium,Veg,2,3,Low,UPI,TRUE,TRUE,0.666666667,August,Online,7.2,12.8,FALSE,1,18
ORD137,Papa John's,"Austin, TX",12-08-2024 19:15,12-08-2024 19:45,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,0.666666667,August,Offline,14.4,15.6,FALSE,2,19
ORD138,Pizza Hut,"San Diego, CA",13-08-2024 20:30,13-08-2024 21:10,40,XL,Cheese Burst,5,8,High,Card,TRUE,FALSE,0.625,August,Online,19.2,20.8,TRUE,3,20
ORD139,Little Caesars,"Jacksonville, FL",14-08-2024 18:45,14-08-2024 19:05,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.4,August,Online,6,14,FALSE,1,18
ORD140,Marco's Pizza,"Fort Worth, TX",15-08-2024 19:00,15-08-2024 19:50,50,Large,Non-Veg,4,10,High,UPI,TRUE,FALSE,0.4,August,Online,24,26,TRUE,3,19
ORD141,Domino's,"Columbus, OH",16-08-2024 20:00,16-08-2024 20:35,35,Medium,Veg,3,5.5,Medium,Cash,TRUE,FALSE,0.545454545,August,Offline,13.2,21.8,TRUE,2,20
ORD142,Papa John's,"Charlotte, NC",17-08-2024 18:30,17-08-2024 18:50,20,Small,Vegan,2,2,Low,Card,TRUE,TRUE,1,August,Online,4.8,15.2,FALSE,1,18
ORD143,Pizza Hut,"Indianapolis, IN",18-08-2024 19:45,18-08-2024 20:25,40,XL,Cheese Burst,5,7.5,High,Wallet,TRUE,TRUE,0.666666667,August,Online,18,22,TRUE,3,19
ORD144,Little Caesars,"San Francisco, CA",19-08-2024 18:00,19-08-2024 18:30,30,Medium,Non-Veg,3,4,Medium,UPI,TRUE,FALSE,0.75,August,Online,9.6,20.4,FALSE,2,18
ORD145,Marco's Pizza,"Charlotte, NC",20-08-2024 20:15,20-08-2024 21:00,45,Large,Veg,4,9,High,Cash,TRUE,FALSE,0.444444444,August,Offline,21.6,23.4,TRUE,3,20
ORD146,Domino's,"Detroit, MI",21-08-2024 18:00,21-08-2024 18:20,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,0.666666667,August,Online,7.2,12.8,FALSE,1,18
ORD147,Papa John's,"El Paso, TX",22-08-2024 19:15,22-08-2024 19:45,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,FALSE,0.666666667,August,Online,14.4,15.6,FALSE,2,19
ORD148,Pizza Hut,"Memphis, TN",23-08-2024 20:30,23-08-2024 21:10,40,XL,Cheese Burst,5,8,High,UPI,TRUE,FALSE,0.625,August,Online,19.2,20.8,TRUE,3,20
ORD149,Little Caesars,"Baltimore, MD",24-08-2024 18:45,24-08-2024 19:05,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,0.4,August,Offline,6,14,FALSE,1,18
ORD150,Marco's Pizza,"Boston, MA",25-08-2024 19:00,25-08-2024 19:50,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,0.4,August,Online,24,26,TRUE,3,19
ORD151,Domino's,"New York, NY",01-08-2024 18:00,01-08-2024 18:30,30,Large,Veg,4,5.5,High,Domino's Cash,TRUE,FALSE,0.727272727,August,Offline,13.2,16.8,FALSE,3,18
ORD152,Pizza Hut,"Los Angeles, CA",02-08-2024 19:15,02-08-2024 19:45,30,XL,Cheese Burst,5,6,Medium,Card,TRUE,FALSE,0.833333333,August,Online,14.4,15.6,FALSE,2,19
ORD153,Papa John's,"Chicago, IL",03-08-2024 20:00,03-08-2024 20:35,35,Medium,Non-Veg,3,7.2,Low,UPI,TRUE,TRUE,0.416666667,August,Online,17.28,17.72,TRUE,1,20
ORD154,Little Caesars,"Houston, TX",04-08-2024 17:45,04-08-2024 18:05,20,Small,Vegan,2,3,Low,Wallet,FALSE,TRUE,0.666666667,August,Online,7.2,12.8,FALSE,1,17
ORD155,Marco's Pizza,"Phoenix, AZ",05-08-2024 13:30,05-08-2024 14:00,30,Medium,Non-Veg,4,5,High,Cash,FALSE,FALSE,0.8,August,Offline,12,18,FALSE,3,13
ORD156,Domino's,"Miami, FL",06-08-2024 18:20,06-08-2024 18:50,30,Large,Veg,3,6.5,Medium,Domino's Cash,TRUE,FALSE,0.461538462,August,Offline,15.6,14.4,FALSE,2,18
ORD157,Papa John's,"Denver, CO",07-08-2024 20:10,07-08-2024 20:45,35,Small,Vegan,2,4,High,Card,TRUE,FALSE,0.5,August,Online,9.6,25.4,TRUE,3,20
ORD158,Little Caesars,"Boston, MA",08-08-2024 18:00,08-08-2024 18:25,25,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,FALSE,0.857142857,August,Online,8.4,16.6,FALSE,1,18
ORD159,Pizza Hut,"Dallas, TX",09-08-2024 19:30,09-08-2024 20:00,30,XL,Cheese Burst,5,6,Medium,Wallet,TRUE,FALSE,0.833333333,August,Online,14.4,15.6,FALSE,2,19
ORD160,Marco's Pizza,"Seattle, WA",10-08-2024 12:45,10-08-2024 13:15,30,Medium,Non-Veg,4,5.5,High,Cash,FALSE,TRUE,0.727272727,August,Offline,13.2,16.8,FALSE,3,12
ORD161,Domino's,"Denver, CO",11-08-2024 18:15,11-08-2024 18:45,30,Large,Veg,3,6,Medium,Domino's Cash,TRUE,TRUE,0.5,August,Offline,14.4,15.6,FALSE,2,18
ORD162,Papa John's,"Boston, MA",12-08-2024 20:00,12-08-2024 20:30,30,Small,Vegan,2,4.5,Low,Card,TRUE,FALSE,0.444444444,August,Online,10.8,19.2,FALSE,1,20
ORD163,Little Caesars,"Dallas, TX",13-08-2024 18:10,13-08-2024 18:35,25,Medium,Non-Veg,3,3,High,UPI,TRUE,FALSE,1,August,Online,7.2,17.8,FALSE,3,18
ORD164,Pizza Hut,"Los Angeles, CA",14-08-2024 19:20,14-08-2024 19:50,30,XL,Cheese Burst,5,6.5,Medium,Wallet,TRUE,FALSE,0.769230769,August,Online,15.6,14.4,FALSE,2,19
ORD165,Marco's Pizza,"Chicago, IL",15-08-2024 13:15,15-08-2024 13:45,30,Medium,Non-Veg,4,5,High,Cash,FALSE,FALSE,0.8,August,Offline,12,18,FALSE,3,13
ORD166,Domino's,"Miami, FL",16-08-2024 18:25,16-08-2024 18:55,30,Large,Veg,3,6,Medium,Domino's Cash,TRUE,FALSE,0.5,August,Offline,14.4,15.6,FALSE,2,18
ORD167,Papa John's,"Denver, CO",17-08-2024 20:05,17-08-2024 20:35,30,Small,Vegan,2,4,Low,Card,TRUE,TRUE,0.5,August,Online,9.6,20.4,FALSE,1,20
ORD168,Little Caesars,"Boston, MA",18-08-2024 18:00,18-08-2024 18:25,25,Medium,Non-Veg,3,3.5,High,UPI,TRUE,TRUE,0.857142857,August,Online,8.4,16.6,FALSE,3,18
ORD169,Pizza Hut,"Dallas, TX",19-08-2024 19:30,19-08-2024 20:00,30,XL,Cheese Burst,5,6,Medium,Wallet,TRUE,FALSE,0.833333333,August,Online,14.4,15.6,FALSE,2,19
ORD170,Marco's Pizza,"Seattle, WA",20-08-2024 13:00,20-08-2024 13:30,30,Medium,Non-Veg,4,5.5,Low,Cash,FALSE,FALSE,0.727272727,August,Offline,13.2,16.8,FALSE,1,13
ORD171,Domino's,"Denver, CO",21-08-2024 18:15,21-08-2024 18:45,30,Large,Veg,3,6,High,Domino's Cash,TRUE,FALSE,0.5,August,Offline,14.4,15.6,FALSE,3,18
ORD172,Papa John's,"Boston, MA",22-08-2024 20:00,22-08-2024 20:30,30,Small,Vegan,2,4.5,Medium,Card,TRUE,FALSE,0.444444444,August,Online,10.8,19.2,FALSE,2,20
ORD173,Little Caesars,"Dallas, TX",23-08-2024 18:10,23-08-2024 18:35,25,Medium,Non-Veg,3,3,Low,UPI,TRUE,FALSE,1,August,Online,7.2,17.8,FALSE,1,18
ORD174,Pizza Hut,"Los Angeles, CA",24-08-2024 19:20,24-08-2024 19:50,30,XL,Cheese Burst,5,6.5,High,Wallet,TRUE,TRUE,0.769230769,August,Online,15.6,14.4,FALSE,3,19
ORD175,Marco's Pizza,"Atlanta, GA",20-06-2024 13:00,20-06-2024 13:20,20,Medium,Non-Veg,3,3,Medium,Card,FALSE,FALSE,1,June,Online,7.2,12.8,FALSE,2,13
ORD176,Domino's,"Denver, CO",21-06-2024 18:30,21-06-2024 18:50,20,Large,Veg,4,4.5,Low,UPI,TRUE,FALSE,0.888888889,June,Online,10.8,9.2,FALSE,1,18
ORD177,Papa John's,"Boston, MA",22-06-2024 20:15,22-06-2024 20:40,25,Small,Vegan,2,2,High,Cash,TRUE,TRUE,1,June,Offline,4.8,20.2,FALSE,3,20
ORD178,Little Caesars,"Dallas, TX",23-06-2024 18:30,23-06-2024 18:50,20,Medium,Non-Veg,3,3,High,UPI,TRUE,TRUE,1,June,Online,7.2,12.8,FALSE,3,18
ORD179,Pizza Hut,"Los Angeles, CA",24-06-2024 19:45,24-06-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,June,Offline,10.8,14.2,FALSE,1,19
ORD180,Marco's Pizza,"Chicago, IL",25-06-2024 13:00,25-06-2024 13:20,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,June,Online,8.4,11.6,FALSE,2,13
ORD181,Domino's,"Miami, FL",26-06-2024 18:30,26-06-2024 18:55,25,Large,Veg,4,4.5,High,Card,TRUE,FALSE,0.888888889,June,Online,10.8,14.2,FALSE,3,18
ORD182,Papa John's,"Phoenix, AZ",27-06-2024 20:00,27-06-2024 20:25,25,Medium,Non-Veg,3,3,Medium,UPI,TRUE,FALSE,1,June,Online,7.2,17.8,FALSE,2,20
ORD183,Little Caesars,"Atlanta, GA",28-06-2024 19:15,28-06-2024 19:35,20,Small,Vegan,2,2.5,Low,Cash,TRUE,FALSE,0.8,June,Offline,6,14,FALSE,1,19
ORD184,Pizza Hut,"Chicago, IL",29-06-2024 19:45,29-06-2024 20:10,25,XL,Cheese Burst,5,4,High,Wallet,TRUE,TRUE,1.25,June,Online,9.6,15.4,FALSE,3,19
ORD185,Marco's Pizza,"Miami, FL",30-06-2024 13:00,30-06-2024 13:20,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,TRUE,0.857142857,June,Online,8.4,11.6,FALSE,1,13
ORD186,Domino's,"Los Angeles, CA",01-07-2024 18:30,01-07-2024 18:50,20,Large,Veg,4,4.5,Medium,UPI,TRUE,FALSE,0.888888889,July,Online,10.8,9.2,FALSE,2,18
ORD187,Papa John's,"Denver, CO",02-07-2024 20:15,02-07-2024 20:40,25,Small,Vegan,2,2,High,Cash,TRUE,FALSE,1,July,Offline,4.8,20.2,FALSE,3,20
ORD188,Little Caesars,"Boston, MA",03-07-2024 18:30,03-07-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,July,Online,8.4,11.6,FALSE,1,18
ORD189,Pizza Hut,"Dallas, TX",04-07-2024 19:45,04-07-2024 20:10,25,XL,Cheese Burst,5,4,Medium,Card,TRUE,FALSE,1.25,July,Online,9.6,15.4,FALSE,2,19
ORD190,Marco's Pizza,"Seattle, WA",05-07-2024 13:00,05-07-2024 13:20,20,Medium,Non-Veg,3,3.5,High,UPI,FALSE,FALSE,0.857142857,July,Online,8.4,11.6,FALSE,3,13
ORD191,Domino's,"Denver, CO",06-07-2024 18:30,06-07-2024 18:50,20,Large,Veg,4,4.5,Low,Cash,TRUE,TRUE,0.888888889,July,Offline,10.8,9.2,FALSE,1,18
ORD192,Papa John's,"Boston, MA",07-07-2024 20:15,07-07-2024 20:40,25,Small,Vegan,2,2,High,Wallet,TRUE,TRUE,1,July,Online,4.8,20.2,FALSE,3,20
ORD193,Little Caesars,"Dallas, TX",08-07-2024 18:30,08-07-2024 18:50,20,Medium,Non-Veg,3,3,High,UPI,TRUE,FALSE,1,July,Online,7.2,12.8,FALSE,3,18
ORD194,Pizza Hut,"Los Angeles, CA",09-07-2024 19:45,09-07-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,July,Offline,10.8,14.2,FALSE,1,19
ORD195,Marco's Pizza,"Chicago, IL",10-07-2024 13:00,10-07-2024 13:20,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,July,Online,8.4,11.6,FALSE,2,13
ORD196,Domino's,"Miami, FL",11-07-2024 18:30,11-07-2024 18:50,20,Large,Veg,4,4,High,Card,TRUE,FALSE,1,July,Online,9.6,10.4,FALSE,3,18
ORD197,Papa John's,"Dallas, TX",12-07-2024 20:00,12-07-2024 20:25,25,Medium,Non-Veg,3,3,Low,UPI,TRUE,FALSE,1,July,Online,7.2,17.8,FALSE,1,20
ORD198,Little Caesars,"Houston, TX",13-07-2024 19:15,13-07-2024 19:35,20,Small,Vegan,2,2.5,Low,Cash,TRUE,TRUE,0.8,July,Offline,6,14,FALSE,1,19
ORD199,Pizza Hut,"Phoenix, AZ",14-07-2024 19:45,14-07-2024 20:10,25,XL,Cheese Burst,5,4.5,High,Wallet,TRUE,TRUE,1.111111111,July,Online,10.8,14.2,FALSE,3,19
ORD200,Marco's Pizza,"Atlanta, GA",15-07-2024 13:00,15-07-2024 13:20,20,Medium,Non-Veg,3,3,Medium,Card,FALSE,FALSE,1,July,Online,7.2,12.8,FALSE,2,13
ORD201,Domino's,"New York, NY",16-07-2024 18:30,16-07-2024 18:55,25,Large,Veg,3,5,High,Card,TRUE,FALSE,0.6,July,Online,12,13,FALSE,3,18
ORD202,Papa John's,"Los Angeles, CA",17-07-2024 19:00,17-07-2024 19:30,30,Medium,Non-Veg,4,3.5,Medium,UPI,TRUE,FALSE,1.142857143,July,Online,8.4,21.6,FALSE,2,19
ORD203,Little Caesars,"Chicago, IL",18-07-2024 20:15,18-07-2024 20:40,25,Small,Vegan,2,4,Low,Cash,TRUE,FALSE,0.5,July,Offline,9.6,15.4,FALSE,1,20
ORD204,Pizza Hut,"Houston, TX",19-07-2024 19:45,19-07-2024 20:10,25,XL,Cheese Burst,5,6,High,Wallet,TRUE,FALSE,0.833333333,July,Online,14.4,10.6,FALSE,3,19
ORD205,Marco's Pizza,"Phoenix, AZ",20-07-2024 13:00,20-07-2024 13:25,25,Medium,Non-Veg,3,3,Low,Card,FALSE,TRUE,1,July,Online,7.2,17.8,FALSE,1,13
ORD206,Domino's,"Miami, FL",21-07-2024 18:30,21-07-2024 18:55,25,Large,Veg,4,5,High,UPI,TRUE,TRUE,0.8,July,Online,12,13,FALSE,3,18
ORD207,Papa John's,"Denver, CO",22-07-2024 20:15,22-07-2024 20:40,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,0.8,July,Offline,6,19,FALSE,2,20
ORD208,Little Caesars,"Boston, MA",23-07-2024 18:30,23-07-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,July,Online,8.4,11.6,FALSE,1,18
ORD209,Pizza Hut,"Dallas, TX",24-07-2024 19:45,24-07-2024 20:10,25,XL,Cheese Burst,5,4,High,Card,TRUE,FALSE,1.25,July,Online,9.6,15.4,FALSE,3,19
ORD210,Marco's Pizza,"Seattle, WA",25-07-2024 13:00,25-07-2024 13:20,20,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,FALSE,0.857142857,July,Online,8.4,11.6,FALSE,1,13
ORD211,Domino's,"Denver, CO",26-07-2024 18:30,26-07-2024 18:50,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,0.888888889,July,Offline,10.8,9.2,FALSE,2,18
ORD212,Papa John's,"Boston, MA",27-07-2024 20:15,27-07-2024 20:40,25,Small,Vegan,2,2,High,Wallet,TRUE,TRUE,1,July,Online,4.8,20.2,FALSE,3,20
ORD213,Little Caesars,"Dallas, TX",28-07-2024 18:30,28-07-2024 18:50,20,Medium,Non-Veg,3,3,High,UPI,TRUE,TRUE,1,July,Online,7.2,12.8,FALSE,3,18
ORD214,Pizza Hut,"Los Angeles, CA",29-07-2024 19:45,29-07-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,July,Offline,10.8,14.2,FALSE,1,19
ORD215,Marco's Pizza,"Chicago, IL",30-07-2024 13:00,30-07-2024 13:20,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,July,Online,8.4,11.6,FALSE,2,13
ORD216,Domino's,"Miami, FL",31-07-2024 18:30,31-07-2024 18:50,20,Large,Veg,4,4,High,Card,TRUE,FALSE,1,July,Online,9.6,10.4,FALSE,3,18
ORD217,Papa John's,"Dallas, TX",01-08-2024 20:00,01-08-2024 20:25,25,Medium,Non-Veg,3,3,Low,UPI,TRUE,FALSE,1,August,Online,7.2,17.8,FALSE,1,20
ORD218,Little Caesars,"Houston, TX",02-08-2024 19:15,02-08-2024 19:35,20,Small,Vegan,2,2.5,Low,Cash,TRUE,FALSE,0.8,August,Offline,6,14,FALSE,1,19
ORD219,Pizza Hut,"Phoenix, AZ",03-08-2024 19:45,03-08-2024 20:10,25,XL,Cheese Burst,5,4.5,High,Wallet,TRUE,TRUE,1.111111111,August,Online,10.8,14.2,FALSE,3,19
ORD220,Marco's Pizza,"Atlanta, GA",04-08-2024 13:00,04-08-2024 13:20,20,Medium,Non-Veg,3,3,Medium,Card,FALSE,TRUE,1,August,Online,7.2,12.8,FALSE,2,13
ORD221,Domino's,"New York, NY",05-08-2024 18:30,05-08-2024 18:55,25,Large,Veg,3,5,High,Card,TRUE,FALSE,0.6,August,Online,12,13,FALSE,3,18
ORD222,Papa John's,"Los Angeles, CA",06-08-2024 19:00,06-08-2024 19:30,30,Medium,Non-Veg,4,3.5,Medium,UPI,TRUE,FALSE,1.142857143,August,Online,8.4,21.6,FALSE,2,19
ORD223,Little Caesars,"Chicago, IL",07-08-2024 20:15,07-08-2024 20:40,25,Small,Vegan,2,4,Low,Cash,TRUE,FALSE,0.5,August,Offline,9.6,15.4,FALSE,1,20
ORD224,Pizza Hut,"Houston, TX",08-08-2024 19:45,08-08-2024 20:10,25,XL,Cheese Burst,5,6,High,Wallet,TRUE,FALSE,0.833333333,August,Online,14.4,10.6,FALSE,3,19
ORD225,Marco's Pizza,"Phoenix, AZ",09-08-2024 13:00,09-08-2024 13:25,25,Medium,Non-Veg,3,3,Low,Card,FALSE,FALSE,1,August,Online,7.2,17.8,FALSE,1,13
ORD226,Domino's,"Miami, FL",10-08-2024 18:30,10-08-2024 18:55,25,Large,Veg,4,5,High,UPI,TRUE,TRUE,0.8,August,Online,12,13,FALSE,3,18
ORD227,Papa John's,"Denver, CO",11-08-2024 20:15,11-08-2024 20:40,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,TRUE,0.8,August,Offline,6,19,FALSE,2,20
ORD228,Little Caesars,"Boston, MA",12-08-2024 18:30,12-08-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,August,Online,8.4,11.6,FALSE,1,18
ORD229,Pizza Hut,"Los Angeles, CA",13-08-2024 19:45,13-08-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,August,Offline,10.8,14.2,FALSE,1,19
ORD230,Domino's,"New York, NY",14-08-2024 18:30,14-08-2024 19:05,35,Large,Veg,3,5,High,UPI,TRUE,FALSE,0.6,August,Online,12,23,TRUE,3,18
ORD231,Papa John's,"Chicago, IL",15-08-2024 20:15,15-08-2024 20:40,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,1.142857143,August,Online,8.4,16.6,FALSE,2,20
ORD232,Little Caesars,"Houston, TX",16-08-2024 19:00,16-08-2024 19:20,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,1,August,Online,4.8,15.2,FALSE,1,19
ORD233,Marco's Pizza,"Phoenix, AZ",17-08-2024 13:00,17-08-2024 13:30,30,Medium,Non-Veg,3,3,High,UPI,FALSE,TRUE,1,August,Online,7.2,22.8,FALSE,3,13
ORD234,Domino's,"Miami, FL",18-08-2024 18:30,18-08-2024 19:10,40,Large,Veg,4,5,High,Card,TRUE,TRUE,0.8,August,Online,12,28,TRUE,3,18
ORD235,Papa John's,"Denver, CO",19-08-2024 20:15,19-08-2024 20:35,20,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,0.8,August,Offline,6,14,FALSE,2,20
ORD236,Little Caesars,"Boston, MA",20-08-2024 18:30,20-08-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,August,Online,8.4,11.6,FALSE,1,18
ORD237,Pizza Hut,"Dallas, TX",21-08-2024 19:45,21-08-2024 20:15,30,XL,Cheese Burst,5,4,High,Card,TRUE,FALSE,1.25,August,Online,9.6,20.4,FALSE,3,19
ORD238,Marco's Pizza,"Seattle, WA",22-08-2024 13:00,22-08-2024 13:25,25,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,FALSE,0.857142857,August,Online,8.4,16.6,FALSE,1,13
ORD239,Domino's,"Denver, CO",23-08-2024 18:30,23-08-2024 18:50,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,0.888888889,August,Offline,10.8,9.2,FALSE,2,18
ORD240,Papa John's,"Boston, MA",24-08-2024 20:15,24-08-2024 20:40,25,Small,Vegan,2,2,High,Wallet,TRUE,TRUE,1,August,Online,4.8,20.2,FALSE,3,20
ORD241,Little Caesars,"Dallas, TX",25-08-2024 18:30,25-08-2024 18:50,20,Medium,Non-Veg,3,3,High,UPI,TRUE,TRUE,1,August,Online,7.2,12.8,FALSE,3,18
ORD242,Pizza Hut,"Los Angeles, CA",26-08-2024 19:45,26-08-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,August,Offline,10.8,14.2,FALSE,1,19
ORD243,Marco's Pizza,"Chicago, IL",27-08-2024 13:00,27-08-2024 13:20,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,August,Online,8.4,11.6,FALSE,2,13
ORD244,Domino's,"Miami, FL",28-08-2024 18:30,28-08-2024 18:55,25,Large,Veg,4,5,High,Card,TRUE,FALSE,0.8,August,Online,12,13,FALSE,3,18
ORD245,Papa John's,"Denver, CO",29-08-2024 20:15,29-08-2024 20:40,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,FALSE,0.8,August,Offline,6,19,FALSE,2,20
ORD246,Little Caesars,"Boston, MA",30-08-2024 18:30,30-08-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,August,Online,8.4,11.6,FALSE,1,18
ORD247,Pizza Hut,"Dallas, TX",31-08-2024 19:45,31-08-2024 20:10,25,XL,Cheese Burst,5,4,High,Card,TRUE,TRUE,1.25,August,Online,9.6,15.4,FALSE,3,19
ORD248,Marco's Pizza,"Seattle, WA",01-09-2024 13:00,01-09-2024 13:20,20,Medium,Non-Veg,3,3.5,Low,UPI,FALSE,TRUE,0.857142857,September,Online,8.4,11.6,FALSE,1,13
ORD249,Domino's,"Denver, CO",02-09-2024 18:30,02-09-2024 18:50,20,Large,Veg,4,4.5,Medium,Cash,TRUE,FALSE,0.888888889,September,Offline,10.8,9.2,FALSE,2,18
ORD250,Papa John's,"Boston, MA",03-09-2024 20:15,03-09-2024 20:40,25,Small,Vegan,2,2,High,Wallet,TRUE,FALSE,1,September,Online,4.8,20.2,FALSE,3,20
ORD251,Little Caesars,"Dallas, TX",04-09-2024 18:30,04-09-2024 18:50,20,Medium,Non-Veg,3,3,High,UPI,TRUE,FALSE,1,September,Online,7.2,12.8,FALSE,3,18
ORD252,Pizza Hut,"Los Angeles, CA",05-09-2024 19:45,05-09-2024 20:10,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,September,Offline,10.8,14.2,FALSE,1,19
ORD253,Marco's Pizza,"Chicago, IL",06-09-2024 13:00,06-09-2024 13:20,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,September,Online,8.4,11.6,FALSE,2,13
ORD254,Domino's,"Miami, FL",07-09-2024 18:30,07-09-2024 18:55,25,Large,Veg,4,5,High,Card,TRUE,TRUE,0.8,September,Online,12,13,FALSE,3,18
ORD255,Papa John's,"Denver, CO",08-09-2024 20:15,08-09-2024 20:40,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,TRUE,0.8,September,Offline,6,19,FALSE,2,20
ORD256,Little Caesars,"Boston, MA",09-09-2024 18:30,09-09-2024 18:50,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,September,Online,8.4,11.6,FALSE,1,18
ORD257,Domino's,"San Francisco, CA",10-09-2024 18:00,10-09-2024 18:25,25,Large,Veg,3,5,High,Cash,TRUE,FALSE,0.6,September,Offline,12,13,FALSE,3,18
ORD258,Domino's,"Austin, TX",11-09-2024 19:15,11-09-2024 19:35,20,Medium,Non-Veg,2,3.5,Medium,Card,TRUE,FALSE,0.571428571,September,Online,8.4,11.6,FALSE,2,19
ORD259,Domino's,"Seattle, WA",12-09-2024 20:30,12-09-2024 20:50,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.4,September,Online,6,14,FALSE,1,20
ORD260,Domino's,"Chicago, IL",13-09-2024 18:45,13-09-2024 19:10,25,XL,Cheese Burst,5,4.5,High,UPI,TRUE,FALSE,1.111111111,September,Online,10.8,14.2,FALSE,3,18
ORD261,Domino's,"Miami, FL",14-09-2024 19:00,14-09-2024 19:20,20,Medium,Non-Veg,3,3,Medium,Cash,TRUE,TRUE,1,September,Offline,7.2,12.8,FALSE,2,19
ORD262,Domino's,"Denver, CO",15-09-2024 20:00,15-09-2024 20:25,25,Large,Veg,4,5,High,Card,TRUE,TRUE,0.8,September,Online,12,13,FALSE,3,20
ORD263,Domino's,"Boston, MA",16-09-2024 18:30,16-09-2024 18:50,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,1,September,Online,4.8,15.2,FALSE,1,18
ORD264,Domino's,"Dallas, TX",17-09-2024 19:45,17-09-2024 20:10,25,XL,Cheese Burst,5,4.5,Medium,UPI,TRUE,FALSE,1.111111111,September,Online,10.8,14.2,FALSE,2,19
ORD265,Domino's,"Los Angeles, CA",18-09-2024 18:00,18-09-2024 18:20,20,Medium,Non-Veg,3,3.5,High,Cash,TRUE,FALSE,0.857142857,September,Offline,8.4,11.6,FALSE,3,18
ORD266,Domino's,"New York, NY",19-09-2024 20:15,19-09-2024 20:40,25,Large,Veg,4,5,High,Card,TRUE,FALSE,0.8,September,Online,12,13,FALSE,3,20
ORD267,Domino's,"San Jose, CA",10-09-2024 18:00,10-09-2024 18:20,20,Medium,Veg,2,3,Low,Cash,TRUE,FALSE,0.666666667,September,Offline,7.2,12.8,FALSE,1,18
ORD268,Papa John's,"Austin, TX",11-09-2024 19:15,11-09-2024 19:45,30,Large,Non-Veg,4,6,Medium,Card,TRUE,FALSE,0.666666667,September,Online,14.4,15.6,FALSE,2,19
ORD269,Pizza Hut,"Seattle, WA",12-09-2024 20:30,12-09-2024 21:10,40,XL,Cheese Burst,5,8,High,Wallet,TRUE,FALSE,0.625,September,Online,19.2,20.8,TRUE,3,20
